Date,EREGL.IS,SISE.IS,TOASO.IS,FROTO.IS,THYAO.IS,GARAN.IS,AKBNK.IS,EKGYO.IS,BIMAS.IS,MGROS.IS
2025-02-26,0.6691474852874139,0.6433267369848733,0.5258855665544265,0.614833704777607,0.5483021063091856,0.5091458570466885,0.6091821136772245,0.6149853576206445,0.5318343181763215,0.639743740774256
2025-02-27,0.6771441173719907,0.6417287801835492,0.5312367519434895,0.6206140388744502,0.5767967934680143,0.5215940444439283,0.5834692973102541,0.5796364006800662,0.5688405850345605,0.6403865674366563
2025-02-28,0.6596549602026561,0.6566375389205777,0.5346694450684294,0.6141320295904565,0.5556273864964268,0.5418061409065985,0.5784518156669094,0.6363858726300723,0.5235784124360287,0.629244345646084
2025-03-03,0.6584890070459113,0.6595949603772567,0.5228102585006124,0.629141887252946,0.5629226750051495,0.569482849440871,0.6163463891231594,0.5774593234865006,0.5236552961333989,0.6201695799876471
2025-03-04,0.654697699733427,0.6460564496523316,0.5750190800207186,0.6151251533413923,0.5672230248332971,0.5799500117749029,0.6128237815881623,0.5875838352247021,0.5197718531891545,0.6235458761376503
2025-03-05,0.6343928113068366,0.6647801511148778,0.5704261410174842,0.6145908512200261,0.5575395315090169,0.5671497674120415,0.5972658755420124,0.615962597037109,0.516653167312983,0.6296190158460621
2025-03-06,0.6462790669051779,0.6599609226183744,0.544503390568651,0.6146073738189527,0.5746725089055286,0.5229932272832062,0.5835545078013354,0.6623112166698318,0.5280484384636345,0.5937708547876195
2025-03-07,0.6696696244730175,0.6827011023131436,0.5234367476323546,0.5719441376988272,0.5967798076124861,0.5400753757719546,0.589039482369353,0.6442997328042102,0.5231576774417327,0.5543995361176064
2025-03-10,0.647561326558093,0.6577178220490618,0.5088712576254084,0.5371563497877682,0.5986704590512054,0.5629589001985484,0.6283558173690257,0.6639195211431181,0.5699387722319956,0.5326591695095708
2025-03-11,0.6264970247030358,0.6548635093192151,0.5421141408989739,0.5142726987558295,0.5823758641556507,0.5636534072589279,0.62294458813986,0.663473313392371,0.6047207152631003,0.5742073658046029
2025-03-12,0.6364532123225853,0.643265328963056,0.5076151465049983,0.5197796873076315,0.5810496015648641,0.6135803197299156,0.6341679044608235,0.6332508135750955,0.6151905824548252,0.554974974787599
2025-03-13,0.6364584033484957,0.670916619160546,0.508091565041964,0.5080432359633054,0.5887513107127188,0.580102138232412,0.6522427234104263,0.6313103905484593,0.5724157902039695,0.556480949185736
2025-03-14,0.6462664243369964,0.657805403456059,0.5152170184281831,0.5135942358947151,0.585865015515853,0.5590155918348764,0.6649729387602833,0.6297601588907472,0.5749798174497741,0.5621848422923982
2025-03-17,0.6400747645926489,0.6295833615048188,0.5367873361924996,0.5210328719127191,0.5585667413340022,0.5185036400190693,0.6634937207909789,0.6572454674641802,0.6067902596711613,0.5791813919448204
2025-03-18,0.6253436562651986,0.6535485905757463,0.5796033949206755,0.5569330326918208,0.5649329808870722,0.5042822084647812,0.6217405134074357,0.6499765090780918,0.6214265288527593,0.5771498637561728
2025-03-19,0.62180874565796,0.6545955966251896,0.5722514363242849,0.5898105312897232,0.5575632165619706,0.5072498054832427,0.6108754311790169,0.6443148545900214,0.629786993879933,0.5758739392651769
2025-03-20,0.5849695331009942,0.6600965501715212,0.5201105964476457,0.6961913818094468,0.6236347175001465,0.5787701802312853,0.5016459728093257,0.5849690859729259,0.6031422398545536,0.5037186944375153
2025-03-21,0.5845003434716066,0.6552441878117823,0.5084098227541586,0.7170422047344597,0.6220416747927149,0.5717244506119381,0.5024930539119791,0.549059958929322,0.5997323213117323,0.5171406959083833
2025-03-24,0.5623082144811804,0.6058864654150733,0.5549046582343576,0.7255578355344562,0.6594821887735106,0.5587752047000263,0.5357655596845149,0.5263393592121276,0.5927140054526066,0.5516534428719199
2025-03-25,0.5475918792313276,0.5840357582246624,0.5492438373620793,0.7127412495048423,0.6761942523950019,0.5651496415407387,0.604562395192668,0.5250253434587449,0.5665092434840547,0.5531825965944314
2025-03-26,0.5330376447634368,0.580659560888196,0.5970124996663608,0.7054223927973652,0.6777770566580155,0.5315473032891616,0.6239276544735161,0.508076816781739,0.554770609552269,0.5296790063958208
2025-03-27,0.5291536828014448,0.5834573132701244,0.5988132515756682,0.6972858807211234,0.6785627646457976,0.5344519553394097,0.6324344293102367,0.5410345551621751,0.5442726185095604,0.5188652499228791
2025-03-28,0.5310192918623707,0.5468284410984133,0.5568665211492289,0.7073219720058589,0.6788047295530677,0.5299299946782093,0.6456098629080035,0.5314390030501132,0.5770832718766373,0.5272103042923689
2025-04-02,0.5100535646123868,0.5409121426650106,0.5758339064901481,0.7024532609539934,0.6726315612293862,0.5452397389499805,0.6214344675977045,0.5011805602122881,0.6088918571095047,0.5643791828708935
2025-04-03,0.506860971290134,0.5395467906769192,0.5762442970947919,0.7459707722105219,0.6370804495633383,0.506584917603461,0.6160065466700912,0.5019803985005666,0.5935485221067945,0.546239574832235
2025-04-04,0.5372601643890627,0.5542610991564503,0.5771511216734287,0.7447796973139514,0.6333948338857257,0.5186929145994564,0.6139575494403162,0.5276015403963125,0.5944291933641187,0.5100240289731565
2025-04-07,0.5500439735972678,0.562736021681642,0.5850483568926146,0.7278398422582394,0.6512634257285203,0.53273442947961,0.6243027519276919,0.5394778387302059,0.5674598147179357,0.5037442415797962
2025-04-08,0.5345836172359676,0.5746863820906527,0.5868165927495127,0.7289564340672445,0.6537257817731282,0.5291484501777198,0.6289500551923931,0.530531001392044,0.5467650455226526,0.5122630742635184
2025-04-09,0.5208019213641668,0.5320101213972801,0.618048390052378,0.7109329390619572,0.6699217176359332,0.5540467947038231,0.6253528876055089,0.5306718109966334,0.5518496862469463,0.5094166663244205
2025-04-10,0.5059566277456783,0.5291965186949482,0.6134092171314471,0.7104874181016707,0.6585249262669194,0.5696295878987842,0.6488445743409078,0.5211356184155346,0.5217945316192351,0.501316905353124
2025-04-11,0.5160481781043612,0.5099590821909262,0.6249684910269324,0.711420607141069,0.6668235307151025,0.5473387407798667,0.6376133975520303,0.5064186895915816,0.5344010693839877,0.5143338684096487
2025-04-14,0.5192833369807464,0.5035202520063103,0.6223888900938102,0.7052680522201991,0.6748993962901402,0.5650168558336235,0.6258817873896806,0.519427809802142,0.542348384550968,0.5279073098271717
2025-04-15,0.5399802778350906,0.502109599245076,0.6152334525873798,0.6718992114171365,0.7026148373312378,0.5736088004611581,0.6266057612790376,0.5578401926765747,0.5254789921707897,0.5136175281634489
2025-04-16,0.5484034116718465,0.5004598935347365,0.6131562321463355,0.6403296540934278,0.726941580019327,0.566196661829181,0.6105860059207929,0.5857893971888322,0.5167340390898555,0.5227524160748674
2025-04-17,0.5316367462328441,0.5019763681141802,0.5333772926138903,0.6298095550681881,0.7239475621557409,0.584188647007377,0.6075083666088464,0.6520848013335369,0.50672217256299,0.5129805603419324
2025-04-18,0.5296127311605588,0.5055887092018473,0.5325698346988548,0.6412452070484794,0.6902983860133038,0.6029898658329059,0.6447566617081777,0.6448927924641334,0.5121196411984704,0.5166215114843381
2025-04-21,0.5338751139198646,0.5006309012681301,0.583355213594456,0.6488056236788623,0.6638143842713949,0.6133910621162594,0.6506184094683931,0.6302157720363062,0.5391041487489678,0.5028481556372184
2025-04-22,0.556143771145139,0.5050872932073379,0.550059831201493,0.6283144224596495,0.6963875900854992,0.6191140778963556,0.6572072492641318,0.5978169247129685,0.5332737601783873,0.5285808960472755
2025-04-24,0.5721242933488007,0.5052082484033317,0.6087033898072342,0.6173378861282862,0.6656300758272601,0.6354310314965974,0.6377727667941137,0.6106664884510865,0.5215021905806757,0.5532149193857762
2025-04-25,0.605012073792923,0.5112749910404719,0.6188344196311376,0.5924331168091092,0.6393461444867529,0.6366398738862954,0.666077031756876,0.6023441010116389,0.5059443573146795,0.5333453997099612
2025-04-28,0.6004544645008333,0.5112697462047395,0.5855814321203399,0.6257552700489857,0.6356099133716984,0.6339928281026144,0.6767675317464059,0.5952501624890852,0.5027906874995282,0.5329114989985403
2025-04-29,0.5883636830304687,0.5032843591944085,0.6398954575721988,0.627572584475484,0.5731220874024759,0.6357393079585233,0.6775060196367834,0.6089695742764302,0.5102301232327944,0.5136846746472765
2025-04-30,0.6181627729675891,0.5157391919048243,0.6461853304255515,0.6300493618964447,0.5478515678694665,0.6045847332398605,0.6615608395741452,0.637977135657093,0.5110612920139822,0.5113258407691466
2025-05-02,0.6645327706060818,0.5105347668831645,0.6221329102855833,0.6221856769832127,0.5560824984574874,0.6184726590294586,0.6531281097629432,0.5999406681420125,0.537351955476772,0.5455056970380147
2025-05-05,0.6851085579449738,0.5175265094965091,0.639534187670723,0.5724431888871485,0.5564003198087646,0.6083969179934835,0.6563019940612441,0.5992204442045831,0.5391937265462879,0.5328466620095021
2025-05-06,0.7090497686127409,0.5058688254309768,0.615701802763192,0.5851043682704479,0.5365567933228176,0.5774748017638426,0.6402943132981985,0.6167637352017833,0.5376591740200624,0.5683518832543347
2025-05-07,0.7091221363679487,0.5054824246813953,0.5260299438103432,0.6504960590029999,0.5147662016329095,0.5967096507537186,0.6521105320057868,0.5979052191584641,0.5185391001646437,0.5372132111136612
2025-05-08,0.6801798867314705,0.5112651122418513,0.557406365392466,0.6492390426039304,0.534278547404872,0.6025328012545977,0.6680090186321612,0.5997938616334654,0.514142055057362,0.553645103428025
2025-05-09,0.7042323357475069,0.5046348814298885,0.5839561312220026,0.6055945188705226,0.5407918057764897,0.6049069397496041,0.676292771024574,0.5491013802210363,0.5551333727541553,0.5445054464372635
2025-05-12,0.6386075154971145,0.5369555974891435,0.6215191755338223,0.6313011334183688,0.5166934857799016,0.6290199368501631,0.6783002358795388,0.5010784240289826,0.5786884893499721,0.560146669667659
2025-05-13,0.6276762795144408,0.5066012556328577,0.6587174317287144,0.6399008639908944,0.5243584398336075,0.5992256893379693,0.6530479577527198,0.5187297377085623,0.6029550158221876,0.5720384658289855
2025-05-14,0.6270358544517475,0.5329340799359347,0.6767916043907137,0.6154483813904076,0.5512102843353474,0.5640424785387242,0.6606179607613266,0.5066127291626482,0.5902000941736338,0.5927518315224196
2025-05-15,0.6028772917324978,0.5239434944250744,0.6999787735921895,0.5810599542542676,0.546686803525752,0.5891996079851953,0.6564527688159886,0.5591811403246624,0.5901301724471196,0.5845713015546359
2025-05-16,0.574491409105168,0.5207015035179697,0.6878801661546622,0.6104993472772763,0.5651541566068669,0.5827079808006186,0.6468360659248665,0.5866037316403078,0.6045028981008415,0.5809750562621904
2025-05-20,0.6316735706648408,0.5245289829681713,0.6335878556837021,0.5816565958546103,0.5576681300915944,0.5637387305602483,0.6247270338514116,0.6180655371522134,0.6545288573704169,0.5888497904498666
2025-05-21,0.629430314049596,0.5179264922435053,0.6411556196703264,0.5751230309260243,0.5696062701522806,0.5558997275781256,0.6407910982696364,0.6237667738958322,0.6319449337574957,0.5891602010277458
2025-05-22,0.6200101337026455,0.5443266646515669,0.6630006979790923,0.5802936285343612,0.5801172175797346,0.5467898512064188,0.6427715220676994,0.5854465436003005,0.6272088811681183,0.5961901964459951
2025-05-23,0.6431654179100386,0.5603951217199383,0.6760051392579545,0.5591898558961446,0.5844833707971778,0.5488200260184749,0.6621136150662337,0.5273650350424531,0.6114822099874709,0.5592213479571718
2025-05-26,0.6548480343291659,0.5525898693646659,0.6549291688219604,0.5399414881264369,0.5856599319579876,0.5479386878728695,0.6710068906091816,0.5717419904473205,0.5986385312933014,0.5708065093562097
2025-05-27,0.6684383635971264,0.5419523648908722,0.6407055631564093,0.5470565874098153,0.579915086149327,0.5734290396370937,0.6959038116683663,0.5556305992452181,0.5410406061904879,0.5634949346541662
2025-05-28,0.7082998417679708,0.5229376295182587,0.55080060864057,0.534552436233088,0.573083566817724,0.562005245084372,0.7027078886918372,0.5918668149859087,0.5020943471885274,0.5685662833633355
2025-05-29,0.7018351606825829,0.5049122709098549,0.5198096886621127,0.5263990584619345,0.5685291909020048,0.5575260232438785,0.6706273294574525,0.6502186051484034,0.5090584085987563,0.5974338316627964
2025-05-30,0.6912377227651759,0.5145501702947964,0.5392891816711483,0.5171850469878282,0.5447424929109308,0.5784437595795435,0.6915035086069121,0.6460342666448642,0.5182313573889672,0.5774678906797376
2025-06-02,0.6741210272029216,0.5020789894086406,0.5005729162791611,0.5001144475189475,0.5479983237566368,0.5613702998173081,0.6978101919822248,0.6713103084972989,0.5343080873315239,0.5711689818650425
2025-06-03,0.6317852523498043,0.5114028245764826,0.5570524457450775,0.5265729247333619,0.5778348388379905,0.5345584975595102,0.6617480409495055,0.6952759039870061,0.5091040494910158,0.634246374382777
2025-06-04,0.6304441219291069,0.5079942106323881,0.5559047922144996,0.5553271710902338,0.5672178577851376,0.5654773077317169,0.6825825225584071,0.6453421450471948,0.5635735313481481,0.6433082841863098
2025-06-05,0.634790837521257,0.5424534131159516,0.5524566814691854,0.570781286307715,0.5485978872392475,0.5965778815481012,0.7156884505186448,0.6026078153504153,0.5617970801492213,0.604022894607752
2025-06-10,0.6930165776303524,0.535579342376271,0.5334400337274344,0.5411212021097928,0.5732899630385443,0.5677729784967634,0.6752928843365785,0.5965194880851042,0.5486204073495641,0.6319412254066326
2025-06-11,0.6274763539117895,0.5285568529512215,0.6141834520185544,0.5110004838042517,0.5782666468616534,0.5624619839439701,0.6612257803495923,0.6442686937808538,0.528849249882742,0.6523806751941967
2025-06-12,0.6705970167053762,0.5549890974152552,0.5811637213248781,0.554474635069484,0.6221974518921082,0.5251401650666362,0.6314113698467724,0.6813090566296656,0.5144271725086383,0.5592842478783023
2025-06-13,0.6880567620038694,0.5503382999417322,0.5807807510114839,0.547774842279193,0.6628268444466334,0.5467885742085428,0.5986490735084767,0.6573839243622521,0.5124820723323943,0.5323258753254215
2025-06-16,0.6922694412027427,0.5812404202248692,0.5490699607171526,0.5785614327349194,0.6369002800480887,0.5562850500527511,0.6088145249695767,0.6453246796897392,0.5627820943753015,0.5123555320452694
2025-06-17,0.7065118304621293,0.5838075524205316,0.5151309531553818,0.5932380544761343,0.6332885100023776,0.543301297854317,0.5944850614372654,0.6298962305904972,0.5830233694700597,0.5135580925125581
2025-06-18,0.733169440557046,0.5753561800308554,0.5207344900664902,0.5764247035526641,0.6255762648389496,0.5637205893283835,0.5858143701422843,0.6037924697676671,0.581678620387453,0.5124829128855191
2025-06-19,0.7134955725910751,0.5557231196687967,0.5427138694545903,0.588272296825142,0.6430637361649835,0.5608257246753361,0.606266484876863,0.60404667102911,0.5794728197685933,0.5144224293677526
2025-06-20,0.7166760558012751,0.5663141693349044,0.5158192588390663,0.5736701395029405,0.6213789658926793,0.5405351234454071,0.609901886953427,0.6512289942212178,0.5484529356832188,0.5203769594154197
2025-06-23,0.7146788435537377,0.5690870615198399,0.5336896978043904,0.5755744336229446,0.6387763493554247,0.5377932109779578,0.6090522859841984,0.6380812892610629,0.5418899702514935,0.5019435405896808
2025-06-24,0.6431254486311799,0.6070102069920741,0.5029440575845308,0.6318956214335095,0.5900209484705033,0.5278381371603781,0.5878853950281958,0.6929741779695208,0.587095596994985,0.5185110279044443
2025-06-25,0.6302748569357665,0.5892590600489481,0.5229834600350315,0.649406258210178,0.601610444047399,0.5143751574071586,0.5655960494911264,0.712033369685016,0.559254700092705,0.5042994175437089
2025-06-26,0.5702036535355056,0.585845243473906,0.5527688823625335,0.6705972324652484,0.6215539417539712,0.5341553577272427,0.5254458299533938,0.7188484208171736,0.5212016359940925,0.5446273626968162
2025-06-27,0.5758339114554443,0.5803969853650888,0.5135735890575578,0.6822540819487796,0.6185059245465677,0.5504563286936571,0.5443228205010261,0.7114180881005909,0.5254860390494062,0.5399337849972462
2025-06-30,0.5375490633099368,0.5853306601535363,0.5382864572826669,0.6666214232741441,0.6225703184994158,0.5574618146977501,0.5739397443935768,0.7105287383638409,0.5238839551361392,0.5671273712568144
2025-07-01,0.5405831108201734,0.5995530890533871,0.5655977391129852,0.6557085034861102,0.6126218636749365,0.5522627467736866,0.5846660289256288,0.7076183009637651,0.5107243045676962,0.572120165814109
2025-07-02,0.5532517111578134,0.6069696357149794,0.5782152960111304,0.6406369520203835,0.6225039515830636,0.5401026062819714,0.5866333088231424,0.7029181127849787,0.5181328570743168,0.5728776386662933
2025-07-03,0.5505624376025795,0.5849999365584976,0.6068541958922703,0.640751669673509,0.6180068921525351,0.5047103863023823,0.593801592422979,0.7013747175335334,0.5257801881227239,0.5783438706417143
2025-07-04,0.5597143994827202,0.6023470715719367,0.5848697362499718,0.6547415771728096,0.6187270736496916,0.5164703622390264,0.6253031297456406,0.6750751456550939,0.5150791259272206,0.5705379250507946
2025-07-07,0.5476199735626752,0.6087300647453544,0.5751506817208023,0.6551048649629491,0.6202146559644431,0.5213816696133875,0.6030045284700754,0.6964112901799667,0.5028447690411224,0.5566737888330381
2025-07-08,0.5474397313032111,0.601940048992204,0.5697690597717583,0.6625516147332513,0.6182801247327928,0.5474698028781498,0.5990795732090809,0.6922723486815153,0.5095586072693304,0.5637001201161368
2025-07-09,0.5601762746705533,0.6051673405936264,0.5822375956704368,0.6539138398920924,0.6242822433257399,0.5618683413693839,0.6021819695377203,0.6716663405892427,0.5134526721862436,0.5813144258396346
2025-07-10,0.5653417210170572,0.5901202751483456,0.5781933311097701,0.6433227709953896,0.6311549726158835,0.5655959162264983,0.5990029710283015,0.6793496424806705,0.5386225220259261,0.5842630410767528
2025-07-11,0.5547524102512046,0.5868807710201375,0.5716593325198366,0.6391177915186607,0.6168931555248726,0.5652638794545759,0.5958676695503052,0.6965884772577118,0.5575663434184439,0.5836737075515196
2025-07-14,0.5643898711222347,0.6022764805126632,0.5824930182972928,0.6269441723425417,0.6262949559035232,0.5667417491317627,0.5921827162932021,0.6864284579668655,0.5513255929733243,0.5853946110793053
2025-07-16,0.5629570713608913,0.5933533583132299,0.5707859584793619,0.6255609356978706,0.6294391421264335,0.5629769700463103,0.5959054672696352,0.6943981661145259,0.5564381884865043,0.5822320086466863
2025-07-17,0.5535921674999799,0.5923654280186862,0.5635118878583639,0.6290699326499668,0.6317060237386328,0.5736017570965105,0.5973763728816255,0.6951807610789792,0.5548721179494878,0.5752494440586854
2025-07-18,0.5370242368709,0.5847078158768376,0.5644441918375597,0.6310514859746925,0.625244406968823,0.5667744152019343,0.5886698486344291,0.7121327943980358,0.5599984460254656,0.5680433320970399
2025-07-21,0.5217018543158174,0.5742051201035938,0.566209337711166,0.6156905495096934,0.6346668933582086,0.5644570933999667,0.5689763113815981,0.7289424269210681,0.5631669316001601,0.5625575291579604
2025-07-22,0.5144736470609653,0.574615204142581,0.572352568343446,0.5963749981329295,0.6369520345843424,0.5396692262950363,0.5471003372036125,0.7484901711230707,0.5579244182565838,0.5562192949096944
2025-07-23,0.5260420443042577,0.563074299701534,0.5295939829709017,0.5925541349802564,0.6362348537712229,0.5556961301644009,0.5450087074176754,0.7567705835775921,0.5559864488245521,0.5652617111572628
2025-07-24,0.5252826892757785,0.5652094165679555,0.5098578726809749,0.5949781131081224,0.6355383318079656,0.5534678215051286,0.5614634530153407,0.7562831603655334,0.5431913536423237,0.5674377817163888
2025-07-25,0.5381522056807647,0.5639620905225611,0.542244135367539,0.6046929343235802,0.6326369624830018,0.5736338792488812,0.5711349193932057,0.7463308525635584,0.5288574634758698,0.5568582707138581
2025-07-28,0.5314213942572085,0.5693495111645759,0.5288185216666458,0.5988107486388384,0.6494743032234686,0.5757527283607796,0.5643448924368234,0.744778331354031,0.5264506832550445,0.5433935784602693
2025-07-29,0.5210882344193312,0.5584485967522211,0.5604134618739948,0.5883010647285914,0.6343249933902423,0.5768196269898498,0.5411238070219782,0.7614280823923935,0.5229974008364529,0.5359742332420502
2025-07-30,0.5020048184339151,0.5604114105529101,0.5379825906352874,0.581924064034247,0.6383731525190284,0.5982472101891954,0.5566035112251774,0.7518654294376517,0.5339602482636984,0.552059866412938
2025-07-31,0.5160948635775174,0.5714138804094132,0.5151273113078182,0.5877278338587844,0.6376161012988664,0.5999868061101336,0.5789649126837313,0.7406691700471275,0.5294584646939039,0.5621824336946888
2025-08-01,0.5144344636199557,0.5629539056734612,0.5389064831912987,0.5770899387157837,0.6168750782658249,0.5946708346035999,0.5651954905564439,0.7575804761308303,0.5375005116743446,0.5696864201502055
2025-08-04,0.5201156520397702,0.5717821896772872,0.5535534952783524,0.5635425791442666,0.6059902777983598,0.6074291405349372,0.5577324352815386,0.7576230127115515,0.5404822959019847,0.5673180986880063
2025-08-05,0.5333898920135868,0.562617462354028,0.5368175998477727,0.5518434845081406,0.6121844847100312,0.6208163226180382,0.5645950754657787,0.7472343625720037,0.5549957687355255,0.5807970684867363
2025-08-06,0.55101049736539,0.5245908047930332,0.568314062603106,0.5471073308585197,0.6008835128504023,0.6257339313110645,0.5694563746007344,0.7432549591724075,0.5610649086881047,0.5854741479256504
2025-08-07,0.5560460061410262,0.534180648253681,0.5664860227010627,0.524454549294524,0.6035965928893948,0.6182049776977535,0.5786903539515359,0.7426030406952187,0.571947199530244,0.5827873535345754
2025-08-08,0.5332630935038972,0.5250579802296566,0.556376545701531,0.5383726208079496,0.5736563980941422,0.6168981849145366,0.5615343456681807,0.7485653043558292,0.6023816480173264,0.5978895485840439
2025-08-11,0.5385431171834265,0.5159028294999217,0.5542437794158132,0.5531188757204412,0.5795163669210509,0.6199355682398429,0.5638999779865844,0.746704056462908,0.5894084694946923,0.5998061644539898
2025-08-12,0.5494617783492092,0.5358129626989719,0.5450360339670948,0.5473249412628559,0.5868505248081434,0.6377125093453384,0.5872867575195261,0.7247346000901868,0.566899582870777,0.6183480429979991
2025-08-13,0.5114634624129814,0.5670586996422965,0.5403449061819924,0.56103603649834,0.5687347865895073,0.6527298146036175,0.6024845828482631,0.6979846609840531,0.5672434366334768,0.6373177304773394
2025-08-14,0.5256787525647579,0.5379886783668326,0.5504702686486117,0.5605181942030989,0.5503044264099727,0.6382572690067547,0.6054305540268509,0.6997010522906159,0.5530821270616125,0.6653464280693349
2025-08-15,0.5152278735863122,0.5505412345121491,0.5547512507559613,0.5492957529094107,0.5236876477236264,0.5851158135905902,0.6165562683167994,0.7245171551240457,0.571472664445343,0.6612128130986327
2025-08-18,0.5012667111467579,0.507406990969335,0.5580795061836183,0.5300200659200156,0.5232880616133266,0.5895701230742582,0.6167610016946172,0.6922758969123189,0.5988156014803497,0.6945440663064611
2025-08-19,0.5253662430636524,0.5189482923135079,0.5680671920331273,0.5147366515386648,0.5048048656319865,0.5816712288479677,0.5862285282513943,0.7046383514605882,0.6059519038771995,0.6950051774930897
2025-08-20,0.5154232214984399,0.5249998528317655,0.5243800895185153,0.5302046869990816,0.5088398251396616,0.586448195515215,0.5657284133076522,0.7036105098785675,0.5985908077807106,0.7137580089314234
2025-08-21,0.5086219271748698,0.5188743494342126,0.5227050766851784,0.5293118851950539,0.5181657832776093,0.5837158960913911,0.5545643380280139,0.7082578533663,0.58914253791346,0.7183402981954288
2025-08-22,0.5036469478636963,0.5218323578093443,0.5321367122063838,0.5355872035415044,0.5333828831446642,0.562297572850257,0.5406045244283632,0.7396820581896897,0.6048802184610943,0.682292239524631
2025-08-25,0.5026852769812856,0.5063007340846779,0.5228704269062808,0.543238819689639,0.5387842583516359,0.5472718018321369,0.5454618429690337,0.7156411741862141,0.624666719896302,0.702047076269403
2025-08-26,0.5022891108795507,0.5426522540219446,0.5169543022216885,0.5459771122101937,0.5243507084154942,0.5385895970015654,0.5572882810735714,0.7223933021405601,0.6146128825434455,0.697297638787144
2025-08-27,0.5115327075370618,0.5483129916983286,0.5223902819809628,0.5311160979456708,0.5160240751829707,0.5297357636574981,0.5573534455376093,0.7339903891304839,0.6082677468449124,0.6904484569889512
2025-08-28,0.5105060233719443,0.548093816026329,0.5837670584296949,0.525996437169423,0.5215295620709446,0.5269254548741746,0.5525096883516946,0.7067620333988938,0.6108838331678722,0.7049474375867909
2025-08-29,0.5021071064328159,0.5391244457313297,0.5928106184819044,0.5473300000213283,0.5342307235109532,0.5405682432021549,0.523296900710097,0.6951491076346198,0.6220181710852261,0.7058886361554105
2025-09-01,0.507646553324377,0.5470087663640543,0.5704376622388273,0.5615468331629881,0.5315350369353601,0.5588818884136247,0.5443343062613581,0.6849625205843642,0.6240550480690503,0.7099178059683212
2025-09-02,0.513095729353006,0.5351895515308233,0.5749576739181752,0.5446581205916207,0.5141080850419052,0.5549517227634223,0.527407741900575,0.6845054118878946,0.6382033534167633,0.7120754104252015
2025-09-03,0.58076855969414,0.5289706592990071,0.5873923306896137,0.5877305489463543,0.5361228006917181,0.5205902105252561,0.5686349924594039,0.6328852454019631,0.6303274324601462,0.7175566117304881
2025-09-04,0.5605894371789112,0.5259284332483487,0.5987298726391194,0.5509875406010395,0.5090383603909574,0.5583875468571102,0.549214508651575,0.652219650376021,0.64282247986658,0.7119869862766549
2025-09-05,0.5320919354119207,0.5349269011699971,0.593338161116637,0.5820303848317274,0.5011442840353334,0.5552939867541905,0.5303213937861028,0.6562658129983595,0.6455173383214401,0.7093989318706285
2025-09-08,0.5157204017645616,0.5212724640530803,0.6275968082581967,0.6204103866524413,0.5015027590297609,0.5280414276642368,0.5563062809081507,0.6275980718553147,0.6428072115157624,0.6974783806879968
2025-09-09,0.500918478711322,0.5340954733820024,0.6312064252412923,0.5839765582217421,0.5179689836629289,0.5397376099793798,0.5444995502123956,0.6459023804561647,0.6364180018044999,0.704697410873932
2025-09-10,0.5610310429918045,0.5279783023065748,0.6126808479639912,0.5798070935248404,0.5426793992127198,0.5491754111117336,0.5413776503635429,0.6648256581721269,0.6169216769630959,0.7018597373603938
2025-09-11,0.5660658661620795,0.5155927552447613,0.6348877425965161,0.5743066433475507,0.5790626746697535,0.5382791687772647,0.5828623586369895,0.6385649934671952,0.60652810758234,0.6940521352321097
2025-09-12,0.5962421418801516,0.5082747004627813,0.6539095322690684,0.5772771560173333,0.5644192394091763,0.5467519722605009,0.5686274903560399,0.6226371250710817,0.6044127450441973,0.6874379472839905
2025-09-15,0.6089791564374601,0.5068838823087731,0.6665514752838348,0.5422251373107667,0.5628299670004876,0.5559967817079328,0.5558242045288742,0.6277169840499072,0.6035423550358812,0.6800907470419405
2025-09-16,0.6193179773277201,0.5248471657784372,0.682748334740947,0.5514761726808947,0.5362890601440286,0.5524754698706273,0.5598006180290153,0.6348528047385256,0.5941378606652831,0.6597382203745673
2025-09-17,0.5995635731001592,0.5264685159205614,0.6771708509343637,0.5384263938534558,0.5411281581493088,0.5652058077673932,0.538473863392641,0.6263886768486383,0.597417125621487,0.686396809518311
2025-09-18,0.6199034196434771,0.5064739641354242,0.7135146577566763,0.5408205326687161,0.5455035775599878,0.5415994983827342,0.5447892423018668,0.5813555880984105,0.5740762433514802,0.6775509850342768
2025-09-19,0.5828724549641032,0.5153187541893419,0.7151919141520339,0.5136964042241711,0.540087867397877,0.5465450125770782,0.563124357739052,0.5896934352818203,0.5445964399448303,0.6993026267956527
2025-09-22,0.5326706444036208,0.5095046070975054,0.7368397481445851,0.5216462572364969,0.5098866898428763,0.5498524297307527,0.5677323554256205,0.5365200648553238,0.5609311062220985,0.7029156908562005
2025-09-23,0.555352582610216,0.5135013540398192,0.7219600612022307,0.5077527130648014,0.5268695313401327,0.5423554486099321,0.5913053795830244,0.5066763884000657,0.5396709588325446,0.714633537921895
2025-09-24,0.5531069551072149,0.5367042147874961,0.7128504864272394,0.5056755308763549,0.5438794472488163,0.5389305945910331,0.606894022875546,0.5319024508659971,0.5312131511556565,0.7115340762979571
2025-09-25,0.5792139535128583,0.519757427321591,0.7084768172130778,0.540928479722652,0.5528355712937688,0.516642880175339,0.621245582076441,0.5080218233442868,0.5304694665037145,0.7013612890095581
2025-09-26,0.5679458982515889,0.5155227259630634,0.7172620145257361,0.5495883000844556,0.5599987804942129,0.536642499307982,0.6569631588016491,0.5190786111716835,0.5033815627878957,0.6632064353237198
